Iteration,Learning Rate,Batch Size,Gamma,GAE Lambda,N_steps,Mean Score
3409,0.00025,64,0.99,0.95,2557,28.5
3410,0.00025,64,0.99,0.95,2176,28.82
3411,0.00025,64,0.99,0.95,2606,26.58
3412,0.00025,64,0.99,0.95,3216,27.6
3413,0.00025,64,0.99,0.95,2072,25.14
3414,0.00025,64,0.99,0.95,748,25.24
3415,0.00025,64,0.99,0.95,3824,26.72
3416,0.00025,64,0.99,0.95,2540,25.9
3417,0.00025,64,0.99,0.95,3436,32.08
3418,0.00025,64,0.99,0.95,2749,32.32
3419,0.00025,64,0.99,0.95,776,24.66
3420,0.00025,64,0.99,0.95,3688,31.06
3421,0.00025,64,0.99,0.95,679,25.2
3422,0.00025,64,0.99,0.95,3084,31.84
3423,0.00025,64,0.99,0.95,2607,27.62
3424,0.00025,64,0.99,0.95,1099,26.04
3425,0.00025,64,0.99,0.95,2359,24.08
3426,0.00025,64,0.99,0.95,2392,27.78
3427,0.00025,64,0.99,0.95,2046,23.9
3428,0.00025,64,0.99,0.95,1062,30.6
3429,0.00025,64,0.99,0.95,3029,30.76
3430,0.00025,64,0.99,0.95,1919,26.86
3431,0.00025,64,0.99,0.95,2104,25.9
3432,0.00025,64,0.99,0.95,1187,30.36
3433,0.00025,64,0.99,0.95,514,23.88
3434,0.00025,64,0.99,0.95,3598,28.14
3435,0.00025,64,0.99,0.95,1577,29.48
3436,0.00025,64,0.99,0.95,2307,24.72
3437,0.00025,64,0.99,0.95,3478,34.22
3438,0.00025,64,0.99,0.95,1054,26.38
3439,0.00025,64,0.99,0.95,3421,32.62
3440,0.00025,64,0.99,0.95,2963,29.82
3441,0.00025,64,0.99,0.95,3931,34.9
3442,0.00025,64,0.99,0.95,2066,31.3
3443,0.00025,64,0.99,0.95,3461,34.82
3444,0.00025,64,0.99,0.95,2321,28.1
3445,0.00025,64,0.99,0.95,1394,29.52
3446,0.00025,64,0.99,0.95,1675,28.04
3447,0.00025,64,0.99,0.95,1772,28.78
3448,0.00025,64,0.99,0.95,987,29.14
3449,0.00025,64,0.99,0.95,2288,32.28
3450,0.00025,64,0.99,0.95,865,25.66
3451,0.00025,64,0.99,0.95,3848,32.46
3452,0.00025,64,0.99,0.95,2387,32.58
3453,0.00025,64,0.99,0.95,1829,30.42
3454,0.00025,64,0.99,0.95,2767,30.24
3455,0.00025,64,0.99,0.95,794,25.72
3456,0.00025,64,0.99,0.95,2896,29.96
3457,0.00025,64,0.99,0.95,2066,26.32
3458,0.00025,64,0.99,0.95,2706,25.16
3459,0.00025,64,0.99,0.95,2935,27.8
3460,0.00025,64,0.99,0.95,519,26.76
3461,0.00025,64,0.99,0.95,2673,28.64
3462,0.00025,64,0.99,0.95,955,27.44
3463,0.00025,64,0.99,0.95,3302,32.54
3464,0.00025,64,0.99,0.95,3259,27.82
3465,0.00025,64,0.99,0.95,3383,32.68
3466,0.00025,64,0.99,0.95,1644,31.02
3467,0.00025,64,0.99,0.95,1234,25.9
3468,0.00025,64,0.99,0.95,3777,34.6
3469,0.00025,64,0.99,0.95,1113,31.56
3470,0.00025,64,0.99,0.95,1823,29.4
3471,0.00025,64,0.99,0.95,2149,27.26
3472,0.00025,64,0.99,0.95,1099,26.96
3473,0.00025,64,0.99,0.95,1137,27
3474,0.00025,64,0.99,0.95,2291,29.84
3475,0.00025,64,0.99,0.95,2473,29.38
3476,0.00025,64,0.99,0.95,1644,27.6
3477,0.00025,64,0.99,0.95,3998,31.18
3478,0.00025,64,0.99,0.95,1061,27.8
3479,0.00025,64,0.99,0.95,1423,25.52
3480,0.00025,64,0.99,0.95,2391,28.28
3481,0.00025,64,0.99,0.95,1884,28.18
3482,0.00025,64,0.99,0.95,1119,26.58
3483,0.00025,64,0.99,0.95,973,28.3
3484,0.00025,64,0.99,0.95,2114,30.04
3485,0.00025,64,0.99,0.95,873,24.08
3486,0.00025,64,0.99,0.95,1328,25.28
3487,0.00025,64,0.99,0.95,605,26.1
3488,0.00025,64,0.99,0.95,1014,25.58
3489,0.00025,64,0.99,0.95,741,25.24
3490,0.00025,64,0.99,0.95,755,24.34
3491,0.00025,64,0.99,0.95,1790,27.54
3492,0.00025,64,0.99,0.95,738,30.18
3493,0.00025,64,0.99,0.95,3979,30.5
3494,0.00025,64,0.99,0.95,1058,23.3
3495,0.00025,64,0.99,0.95,2894,27.78
3496,0.00025,64,0.99,0.95,3975,31.06
3497,0.00025,64,0.99,0.95,3007,23.24
3498,0.00025,64,0.99,0.95,1836,25.92
3499,0.00025,64,0.99,0.95,921,25.32
3500,0.00025,64,0.99,0.95,2202,25.66
3501,0.00025,64,0.99,0.95,908,27.6
3502,0.00025,64,0.99,0.95,3972,29.88
3503,0.00025,64,0.99,0.95,1622,26.6
3504,0.00025,64,0.99,0.95,1115,29.4
3505,0.00025,64,0.99,0.95,806,26.82
3506,0.00025,64,0.99,0.95,2669,27.38
3507,0.00025,64,0.99,0.95,1304,28.48
3508,0.00025,64,0.99,0.95,1254,29.26
3509,0.00025,64,0.99,0.95,2651,30.24
3510,0.00025,64,0.99,0.95,3764,28.38
3511,0.00025,64,0.99,0.95,3927,30.6
3512,0.00025,64,0.99,0.95,3610,37.16
3513,0.00025,64,0.99,0.95,756,26.22
3514,0.00025,64,0.99,0.95,2619,30.4
3515,0.00025,64,0.99,0.95,1338,30.7
3516,0.00025,64,0.99,0.95,3324,28.32
3517,0.00025,64,0.99,0.95,3954,31.4
3518,0.00025,64,0.99,0.95,1811,26.78
3519,0.00025,64,0.99,0.95,3919,38.3
3520,0.00025,64,0.99,0.95,2065,29.1
3521,0.00025,64,0.99,0.95,3577,31.68
3522,0.00025,64,0.99,0.95,1293,23.12
3523,0.00025,64,0.99,0.95,3230,31.36
3524,0.00025,64,0.99,0.95,554,33.02
3525,0.00025,64,0.99,0.95,1150,27.28
3526,0.00025,64,0.99,0.95,3194,31.12
3527,0.00025,64,0.99,0.95,1224,24.88
3528,0.00025,64,0.99,0.95,1018,26.86
3529,0.00025,64,0.99,0.95,2947,30.84
3530,0.00025,64,0.99,0.95,2952,34.4
3531,0.00025,64,0.99,0.95,3334,26.64
3532,0.00025,64,0.99,0.95,798,26.98
3533,0.00025,64,0.99,0.95,1154,23.9
3534,0.00025,64,0.99,0.95,3125,25.82
3535,0.00025,64,0.99,0.95,3084,29.8
3536,0.00025,64,0.99,0.95,2149,31.58
3537,0.00025,64,0.99,0.95,1667,24.9
3538,0.00025,64,0.99,0.95,2023,28.66
3539,0.00025,64,0.99,0.95,714,32.02
3540,0.00025,64,0.99,0.95,2745,24.28
3541,0.00025,64,0.99,0.95,3049,31.16
3542,0.00025,64,0.99,0.95,879,28.4
3543,0.00025,64,0.99,0.95,2232,25.5
3544,0.00025,64,0.99,0.95,2776,29.08
3545,0.00025,64,0.99,0.95,825,27.26
3546,0.00025,64,0.99,0.95,2035,25.24
3547,0.00025,64,0.99,0.95,2011,26.48
3548,0.00025,64,0.99,0.95,2432,25.44
3549,0.00025,64,0.99,0.95,3567,27.34
3550,0.00025,64,0.99,0.95,2474,28.04
3551,0.00025,64,0.99,0.95,1956,26.16
3552,0.00025,64,0.99,0.95,1692,23.6
3553,0.00025,64,0.99,0.95,1952,26.26
3554,0.00025,64,0.99,0.95,648,27.1
3555,0.00025,64,0.99,0.95,1785,27.94
3556,0.00025,64,0.99,0.95,863,28.06
3557,0.00025,64,0.99,0.95,1129,27.34
3558,0.00025,64,0.99,0.95,1506,20.9
3559,0.00025,64,0.99,0.95,3594,27.62
3560,0.00025,64,0.99,0.95,3118,30.42
3561,0.00025,64,0.99,0.95,3308,31.36
3562,0.00025,64,0.99,0.95,1678,32.36
3563,0.00025,64,0.99,0.95,3258,30.66
3564,0.00025,64,0.99,0.95,1326,28.74
3565,0.00025,64,0.99,0.95,1537,26.08
3566,0.00025,64,0.99,0.95,574,28.18
3567,0.00025,64,0.99,0.95,3970,29.98
3568,0.00025,64,0.99,0.95,1971,27.84
3569,0.00025,64,0.99,0.95,3109,30.78
3570,0.00025,64,0.99,0.95,3289,30
3571,0.00025,64,0.99,0.95,2322,33.1
3572,0.00025,64,0.99,0.95,1414,29.42
3573,0.00025,64,0.99,0.95,3587,28.66
3574,0.00025,64,0.99,0.95,1721,25.32
3575,0.00025,64,0.99,0.95,1813,27.98
3576,0.00025,64,0.99,0.95,1042,26.64
3577,0.00025,64,0.99,0.95,1854,25.7
3578,0.00025,64,0.99,0.95,2286,30.42
3579,0.00025,64,0.99,0.95,1739,27.84
3580,0.00025,64,0.99,0.95,711,30.72
3581,0.00025,64,0.99,0.95,3876,30.86
3582,0.00025,64,0.99,0.95,2817,25.72
3583,0.00025,64,0.99,0.95,2658,30.14
3584,0.00025,64,0.99,0.95,1193,32.74
3585,0.00025,64,0.99,0.95,2964,27
3586,0.00025,64,0.99,0.95,1496,27.64
3587,0.00025,64,0.99,0.95,3530,31.62
3588,0.00025,64,0.99,0.95,1049,32.88
3589,0.00025,64,0.99,0.95,3989,32.06
3590,0.00025,64,0.99,0.95,898,27
3591,0.00025,64,0.99,0.95,2683,29.72
3592,0.00025,64,0.99,0.95,1001,25.38
3593,0.00025,64,0.99,0.95,3908,30.24
3594,0.00025,64,0.99,0.95,3807,31.96
3595,0.00025,64,0.99,0.95,2442,22.08
3596,0.00025,64,0.99,0.95,1276,26.22
3597,0.00025,64,0.99,0.95,3466,30.78
3598,0.00025,64,0.99,0.95,2071,29.02
3599,0.00025,64,0.99,0.95,1852,31.48
3600,0.00025,64,0.99,0.95,1745,26.46
3601,0.00025,64,0.99,0.95,2442,32.74
3602,0.00025,64,0.99,0.95,3764,29.22
3603,0.00025,64,0.99,0.95,2144,30.88
3604,0.00025,64,0.99,0.95,3733,31.24
3605,0.00025,64,0.99,0.95,1116,26.14
3606,0.00025,64,0.99,0.95,863,28.58
3607,0.00025,64,0.99,0.95,1612,25.98
3608,0.00025,64,0.99,0.95,3230,32.04
3609,0.00025,64,0.99,0.95,825,25.48
3610,0.00025,64,0.99,0.95,2106,25.86
3611,0.00025,64,0.99,0.95,1022,29.58
3612,0.00025,64,0.99,0.95,597,24.96
3613,0.00025,64,0.99,0.95,3018,32.98
3614,0.00025,64,0.99,0.95,2775,27.44
3615,0.00025,64,0.99,0.95,1494,25.22
3616,0.00025,64,0.99,0.95,622,27.3
3617,0.00025,64,0.99,0.95,3125,30.54
3618,0.00025,64,0.99,0.95,1390,26.02
3619,0.00025,64,0.99,0.95,2378,28.08
3620,0.00025,64,0.99,0.95,1935,27.7
3621,0.00025,64,0.99,0.95,2051,24.7
3622,0.00025,64,0.99,0.95,2245,24.4
3623,0.00025,64,0.99,0.95,1139,26.66
3624,0.00025,64,0.99,0.95,2833,26.64
3625,0.00025,64,0.99,0.95,3392,33.8
3626,0.00025,64,0.99,0.95,3329,28.34
3627,0.00025,64,0.99,0.95,2297,27.66
3628,0.00025,64,0.99,0.95,2593,33.32
3629,0.00025,64,0.99,0.95,3483,27.28
3630,0.00025,64,0.99,0.95,1908,27.42
3631,0.00025,64,0.99,0.95,1201,29.28
3632,0.00025,64,0.99,0.95,507,25.72
3633,0.00025,64,0.99,0.95,1653,27.2
3634,0.00025,64,0.99,0.95,2607,30.62
3635,0.00025,64,0.99,0.95,746,28.68
3636,0.00025,64,0.99,0.95,836,27.82
3637,0.00025,64,0.99,0.95,830,27.62
3638,0.00025,64,0.99,0.95,3758,29.46
3639,0.00025,64,0.99,0.95,3805,28.9
3640,0.00025,64,0.99,0.95,1554,26.28
3641,0.00025,64,0.99,0.95,1449,31.72
3642,0.00025,64,0.99,0.95,2843,27.66
3643,0.00025,64,0.99,0.95,1065,29.04
3644,0.00025,64,0.99,0.95,951,26.5
3645,0.00025,64,0.99,0.95,1290,28.14
3646,0.00025,64,0.99,0.95,2344,27.8
3647,0.00025,64,0.99,0.95,2645,29.92
3648,0.00025,64,0.99,0.95,3285,30.34
3649,0.00025,64,0.99,0.95,2419,29
3650,0.00025,64,0.99,0.95,2977,29.7
3651,0.00025,64,0.99,0.95,882,25.52
3652,0.00025,64,0.99,0.95,1585,29.18
3653,0.00025,64,0.99,0.95,1272,25.94
3654,0.00025,64,0.99,0.95,3357,29.06
3655,0.00025,64,0.99,0.95,2735,26.26
3656,0.00025,64,0.99,0.95,2234,28.52
3657,0.00025,64,0.99,0.95,3824,30.9
3658,0.00025,64,0.99,0.95,2814,23.98
3659,0.00025,64,0.99,0.95,794,27
3660,0.00025,64,0.99,0.95,505,30.92
3661,0.00025,64,0.99,0.95,2488,30.74
3662,0.00025,64,0.99,0.95,948,22.12
3663,0.00025,64,0.99,0.95,2838,26.5
3664,0.00025,64,0.99,0.95,1600,25.54
3665,0.00025,64,0.99,0.95,2648,27.42
3666,0.00025,64,0.99,0.95,2524,29.88
3667,0.00025,64,0.99,0.95,3081,28.76
3668,0.00025,64,0.99,0.95,1370,32.5
3669,0.00025,64,0.99,0.95,1360,27.64
3670,0.00025,64,0.99,0.95,1871,27.08
3671,0.00025,64,0.99,0.95,2922,28.48
3672,0.00025,64,0.99,0.95,3866,29.6
3673,0.00025,64,0.99,0.95,1939,31.02
3674,0.00025,64,0.99,0.95,2488,32.52
3675,0.00025,64,0.99,0.95,1828,28.82
3676,0.00025,64,0.99,0.95,2437,28.94
3677,0.00025,64,0.99,0.95,2964,33.16
3678,0.00025,64,0.99,0.95,1248,27.42
3679,0.00025,64,0.99,0.95,2673,31.84
3680,0.00025,64,0.99,0.95,1463,28.08
3681,0.00025,64,0.99,0.95,800,24.94
3682,0.00025,64,0.99,0.95,3595,34.26
3683,0.00025,64,0.99,0.95,1346,29.48
3684,0.00025,64,0.99,0.95,1534,25.98
3685,0.00025,64,0.99,0.95,1343,30.16
3686,0.00025,64,0.99,0.95,3822,27.94
3687,0.00025,64,0.99,0.95,1687,26.02
3688,0.00025,64,0.99,0.95,755,23.2
3689,0.00025,64,0.99,0.95,2818,26.82
3690,0.00025,64,0.99,0.95,1703,32.5
3691,0.00025,64,0.99,0.95,2148,31.7
3692,0.00025,64,0.99,0.95,1378,26.68
3693,0.00025,64,0.99,0.95,2638,29.38
3694,0.00025,64,0.99,0.95,3090,34.88
3695,0.00025,64,0.99,0.95,3186,28.72
3696,0.00025,64,0.99,0.95,2738,28
3697,0.00025,64,0.99,0.95,2030,30.94
3698,0.00025,64,0.99,0.95,828,25.74
3699,0.00025,64,0.99,0.95,871,29.28
3700,0.00025,64,0.99,0.95,552,26.66
3701,0.00025,64,0.99,0.95,2042,27.02
3702,0.00025,64,0.99,0.95,2747,25.24
3703,0.00025,64,0.99,0.95,2592,28.96
3704,0.00025,64,0.99,0.95,2910,27.28
3705,0.00025,64,0.99,0.95,1760,27.42
3706,0.00025,64,0.99,0.95,3853,28.3
3707,0.00025,64,0.99,0.95,2020,26.84
3708,0.00025,64,0.99,0.95,1351,28.08
3709,0.00025,64,0.99,0.95,2290,29.4
3710,0.00025,64,0.99,0.95,1715,27.06
3711,0.00025,64,0.99,0.95,1023,23.22
3712,0.00025,64,0.99,0.95,2622,27.26
3713,0.00025,64,0.99,0.95,2339,28.6
3714,0.00025,64,0.99,0.95,877,29.14
3715,0.00025,64,0.99,0.95,3915,30.92
3716,0.00025,64,0.99,0.95,820,27.02
3717,0.00025,64,0.99,0.95,1618,25.28
3718,0.00025,64,0.99,0.95,1310,28.72
3719,0.00025,64,0.99,0.95,2021,28.24
3720,0.00025,64,0.99,0.95,3603,30.34
3721,0.00025,64,0.99,0.95,1144,28.64
3722,0.00025,64,0.99,0.95,2721,26.56
3723,0.00025,64,0.99,0.95,3353,29.94
3724,0.00025,64,0.99,0.95,2114,26.24
3725,0.00025,64,0.99,0.95,2435,29.34
3726,0.00025,64,0.99,0.95,3717,30.1
3727,0.00025,64,0.99,0.95,1194,27.78
3728,0.00025,64,0.99,0.95,2355,25.82
3729,0.00025,64,0.99,0.95,2069,32.16
3730,0.00025,64,0.99,0.95,3757,29.66
3731,0.00025,64,0.99,0.95,1554,24.82
3732,0.00025,64,0.99,0.95,1370,28.32
3733,0.00025,64,0.99,0.95,3880,29.92
3734,0.00025,64,0.99,0.95,3132,32.9
3735,0.00025,64,0.99,0.95,1059,30.42
3736,0.00025,64,0.99,0.95,1053,27.72
3737,0.00025,64,0.99,0.95,3371,25.78
3738,0.00025,64,0.99,0.95,2628,26.16
3739,0.00025,64,0.99,0.95,1562,30.44
3740,0.00025,64,0.99,0.95,2461,25.6
3741,0.00025,64,0.99,0.95,2962,28.76
3742,0.00025,64,0.99,0.95,1888,26.56
3743,0.00025,64,0.99,0.95,1807,26.68
3744,0.00025,64,0.99,0.95,3734,31.72
3745,0.00025,64,0.99,0.95,1442,25.24
3746,0.00025,64,0.99,0.95,3223,29.82
3747,0.00025,64,0.99,0.95,878,29.08
3748,0.00025,64,0.99,0.95,896,27.44
3749,0.00025,64,0.99,0.95,1486,28.16
3750,0.00025,64,0.99,0.95,2545,33.66
3751,0.00025,64,0.99,0.95,958,26.52
3752,0.00025,64,0.99,0.95,2611,29.84
3753,0.00025,64,0.99,0.95,2235,28.74
3754,0.00025,64,0.99,0.95,3183,29.24
3755,0.00025,64,0.99,0.95,1855,26.04
3756,0.00025,64,0.99,0.95,2458,30.28
3757,0.00025,64,0.99,0.95,1839,26.84
3758,0.00025,64,0.99,0.95,3961,31.14
3759,0.00025,64,0.99,0.95,3818,32.96
3760,0.00025,64,0.99,0.95,943,24.66
3761,0.00025,64,0.99,0.95,1412,27.88
3762,0.00025,64,0.99,0.95,892,28.8
3763,0.00025,64,0.99,0.95,1505,31.9
3764,0.00025,64,0.99,0.95,2912,27.9
3765,0.00025,64,0.99,0.95,3748,32.14
3766,0.00025,64,0.99,0.95,1501,26.54
3767,0.00025,64,0.99,0.95,2336,27.84
3768,0.00025,64,0.99,0.95,3428,28.36
3769,0.00025,64,0.99,0.95,3406,34.4
3770,0.00025,64,0.99,0.95,3590,31.34
3771,0.00025,64,0.99,0.95,1814,26.12
3772,0.00025,64,0.99,0.95,3839,31.84
3773,0.00025,64,0.99,0.95,949,28
3774,0.00025,64,0.99,0.95,3104,29.68
3775,0.00025,64,0.99,0.95,1151,29.58
3776,0.00025,64,0.99,0.95,3390,31.28
3777,0.00025,64,0.99,0.95,1883,33.3
3778,0.00025,64,0.99,0.95,2701,29.72
3779,0.00025,64,0.99,0.95,811,25.82
3780,0.00025,64,0.99,0.95,3355,36.88
3781,0.00025,64,0.99,0.95,3117,31.74
3782,0.00025,64,0.99,0.95,3745,30.36
3783,0.00025,64,0.99,0.95,2626,29.18
3784,0.00025,64,0.99,0.95,550,29.92
3785,0.00025,64,0.99,0.95,3202,31.52
3786,0.00025,64,0.99,0.95,2051,23.18
3787,0.00025,64,0.99,0.95,2118,27.86
3788,0.00025,64,0.99,0.95,2176,28.08
3789,0.00025,64,0.99,0.95,3024,29.66
3790,0.00025,64,0.99,0.95,3373,37.06
3791,0.00025,64,0.99,0.95,2675,35.2
3792,0.00025,64,0.99,0.95,3962,35.04
3793,0.00025,64,0.99,0.95,724,27.7
3794,0.00025,64,0.99,0.95,3053,26.18
3795,0.00025,64,0.99,0.95,3468,33.74
3796,0.00025,64,0.99,0.95,2084,26.96
3797,0.00025,64,0.99,0.95,1757,26.58
3798,0.00025,64,0.99,0.95,3185,29.84
3799,0.00025,64,0.99,0.95,2373,29.88
3800,0.00025,64,0.99,0.95,2286,27.38
3801,0.00025,64,0.99,0.95,2630,25.2
3802,0.00025,64,0.99,0.95,1120,26.8
3803,0.00025,64,0.99,0.95,2382,31.06
3804,0.00025,64,0.99,0.95,897,24.8
3805,0.00025,64,0.99,0.95,1493,25.6
3806,0.00025,64,0.99,0.95,3243,27.92
3807,0.00025,64,0.99,0.95,2804,32.6
3808,0.00025,64,0.99,0.95,2543,22.72
3809,0.00025,64,0.99,0.95,2450,28.06
3810,0.00025,64,0.99,0.95,3791,27.26
3811,0.00025,64,0.99,0.95,2523,30.4
3812,0.00025,64,0.99,0.95,944,24.62
3813,0.00025,64,0.99,0.95,2640,31.44
3814,0.00025,64,0.99,0.95,2578,31.48
3815,0.00025,64,0.99,0.95,2803,25.82
3816,0.00025,64,0.99,0.95,2306,24.46
3817,0.00025,64,0.99,0.95,1209,24.32
3818,0.00025,64,0.99,0.95,815,26.42
3819,0.00025,64,0.99,0.95,3013,30.36
3820,0.00025,64,0.99,0.95,3134,32
3821,0.00025,64,0.99,0.95,925,28.86
3822,0.00025,64,0.99,0.95,1830,28.38
3823,0.00025,64,0.99,0.95,601,25.06
3824,0.00025,64,0.99,0.95,3330,28.64
3825,0.00025,64,0.99,0.95,1394,31.5
3826,0.00025,64,0.99,0.95,2629,26.32
3827,0.00025,64,0.99,0.95,694,30.12
3828,0.00025,64,0.99,0.95,635,23.92
3829,0.00025,64,0.99,0.95,2477,30.8
3830,0.00025,64,0.99,0.95,1035,26.54
3831,0.00025,64,0.99,0.95,2757,33.06
3832,0.00025,64,0.99,0.95,1158,22.38
3833,0.00025,64,0.99,0.95,2128,31.98
3834,0.00025,64,0.99,0.95,1947,29.94
3835,0.00025,64,0.99,0.95,1002,23.74
3836,0.00025,64,0.99,0.95,744,30.32
3837,0.00025,64,0.99,0.95,2109,29.76
3838,0.00025,64,0.99,0.95,895,29.64
3839,0.00025,64,0.99,0.95,3968,29.58
3840,0.00025,64,0.99,0.95,2583,27.84
3841,0.00025,64,0.99,0.95,3462,30.02
3842,0.00025,64,0.99,0.95,3812,28.58
3843,0.00025,64,0.99,0.95,3227,35.06
3844,0.00025,64,0.99,0.95,1675,26.42
3845,0.00025,64,0.99,0.95,2569,33.84
3846,0.00025,64,0.99,0.95,1778,29.38
3847,0.00025,64,0.99,0.95,2601,27.92
3848,0.00025,64,0.99,0.95,3345,33.52
3849,0.00025,64,0.99,0.95,941,24.42
3850,0.00025,64,0.99,0.95,2588,27.32
3851,0.00025,64,0.99,0.95,2171,25.4
3852,0.00025,64,0.99,0.95,922,29.42
3853,0.00025,64,0.99,0.95,3787,31.22
3854,0.00025,64,0.99,0.95,2939,29.1
3855,0.00025,64,0.99,0.95,2172,25.66
3856,0.00025,64,0.99,0.95,2010,24.26
3857,0.00025,64,0.99,0.95,783,29.28
3858,0.00025,64,0.99,0.95,535,26.1
3859,0.00025,64,0.99,0.95,3415,34.84
3860,0.00025,64,0.99,0.95,3145,29.5
3861,0.00025,64,0.99,0.95,1452,24.16
3862,0.00025,64,0.99,0.95,1746,24.62
3863,0.00025,64,0.99,0.95,1531,22.86
3864,0.00025,64,0.99,0.95,1503,29.02
3865,0.00025,64,0.99,0.95,2250,28.94
3866,0.00025,64,0.99,0.95,2676,30.84
3867,0.00025,64,0.99,0.95,3977,36.22
3868,0.00025,64,0.99,0.95,1531,24.38
3869,0.00025,64,0.99,0.95,2893,29.5
3870,0.00025,64,0.99,0.95,3091,29.68
3871,0.00025,64,0.99,0.95,3107,31.36
3872,0.00025,64,0.99,0.95,3662,29.02
3873,0.00025,64,0.99,0.95,3793,36.28
3874,0.00025,64,0.99,0.95,2988,32.38
3875,0.00025,64,0.99,0.95,1506,28.66
3876,0.00025,64,0.99,0.95,1582,26.58
3877,0.00025,64,0.99,0.95,1084,28.44
3878,0.00025,64,0.99,0.95,3507,33.3
3879,0.00025,64,0.99,0.95,1699,25.56
3880,0.00025,64,0.99,0.95,807,26.1
3881,0.00025,64,0.99,0.95,1832,28.08
3882,0.00025,64,0.99,0.95,2270,28.54
3883,0.00025,64,0.99,0.95,3515,31.14
3884,0.00025,64,0.99,0.95,2967,27.82
3885,0.00025,64,0.99,0.95,2516,26.92
3886,0.00025,64,0.99,0.95,1130,23.76
3887,0.00025,64,0.99,0.95,2472,29.56
3888,0.00025,64,0.99,0.95,3536,29.32
3889,0.00025,64,0.99,0.95,3450,26.6
3890,0.00025,64,0.99,0.95,531,30.2
3891,0.00025,64,0.99,0.95,2192,30.46
3892,0.00025,64,0.99,0.95,3208,30.92
3893,0.00025,64,0.99,0.95,2114,25.04
3894,0.00025,64,0.99,0.95,1674,29.44
3895,0.00025,64,0.99,0.95,2346,26.86
3896,0.00025,64,0.99,0.95,2814,28.68
3897,0.00025,64,0.99,0.95,3548,33.96
3898,0.00025,64,0.99,0.95,3232,27.92
3899,0.00025,64,0.99,0.95,586,28.22
3900,0.00025,64,0.99,0.95,1150,30.68
3901,0.00025,64,0.99,0.95,3137,26.6
3902,0.00025,64,0.99,0.95,3607,35.04
3903,0.00025,64,0.99,0.95,2910,25.86
3904,0.00025,64,0.99,0.95,856,27.14
3905,0.00025,64,0.99,0.95,3774,31.64
3906,0.00025,64,0.99,0.95,3552,34.56
3907,0.00025,64,0.99,0.95,3516,35
3908,0.00025,64,0.99,0.95,1150,28.84
3909,0.00025,64,0.99,0.95,1698,30.4
3910,0.00025,64,0.99,0.95,3785,28.34
3911,0.00025,64,0.99,0.95,2196,27.74
3912,0.00025,64,0.99,0.95,1414,28.94
3913,0.00025,64,0.99,0.95,2293,27.78
3914,0.00025,64,0.99,0.95,2120,29.44
3915,0.00025,64,0.99,0.95,3444,27.7
3916,0.00025,64,0.99,0.95,3412,28.56
3917,0.00025,64,0.99,0.95,1211,27
3918,0.00025,64,0.99,0.95,1204,27.4
3919,0.00025,64,0.99,0.95,1823,25.16
3920,0.00025,64,0.99,0.95,2894,30.16
3921,0.00025,64,0.99,0.95,2250,28.32
3922,0.00025,64,0.99,0.95,2187,25.82
3923,0.00025,64,0.99,0.95,2288,27.64
3924,0.00025,64,0.99,0.95,1384,28.52
3925,0.00025,64,0.99,0.95,3473,28.02
3926,0.00025,64,0.99,0.95,3237,31.08
3927,0.00025,64,0.99,0.95,2810,27.3
3928,0.00025,64,0.99,0.95,2924,28.26
3929,0.00025,64,0.99,0.95,1999,28.24
3930,0.00025,64,0.99,0.95,1393,26.32
3931,0.00025,64,0.99,0.95,1725,29.72
3932,0.00025,64,0.99,0.95,2901,30.44
3933,0.00025,64,0.99,0.95,3679,30.68
3934,0.00025,64,0.99,0.95,1646,29.54
3935,0.00025,64,0.99,0.95,2551,25.94
3936,0.00025,64,0.99,0.95,1127,25.84
3937,0.00025,64,0.99,0.95,2099,29.96
3938,0.00025,64,0.99,0.95,2496,24.18
3939,0.00025,64,0.99,0.95,2119,28.46
3940,0.00025,64,0.99,0.95,3078,32.38
3941,0.00025,64,0.99,0.95,1153,25.54
3942,0.00025,64,0.99,0.95,3564,31.34
3943,0.00025,64,0.99,0.95,1978,22.98
3944,0.00025,64,0.99,0.95,1967,31.74
3945,0.00025,64,0.99,0.95,1785,34
3946,0.00025,64,0.99,0.95,3656,32.92
3947,0.00025,64,0.99,0.95,3659,33.12
3948,0.00025,64,0.99,0.95,1427,26.24
3949,0.00025,64,0.99,0.95,761,26.48
3950,0.00025,64,0.99,0.95,1216,26.06
3951,0.00025,64,0.99,0.95,2774,26.24
3952,0.00025,64,0.99,0.95,3666,28.68
3953,0.00025,64,0.99,0.95,981,27.22
3954,0.00025,64,0.99,0.95,1309,28.4
3955,0.00025,64,0.99,0.95,2173,27.52
3956,0.00025,64,0.99,0.95,2513,28.66
3957,0.00025,64,0.99,0.95,3439,35.4
3958,0.00025,64,0.99,0.95,3888,30.34
3959,0.00025,64,0.99,0.95,1116,24.62
