Iteration,Learning Rate,Batch Size,Gamma,GAE Lambda,N_steps,Mean Score
1722,0.00025,64,0.99,0.95,1320,27.02
1723,0.00025,64,0.99,0.95,3367,30.64
1724,0.00025,64,0.99,0.95,1548,31.04
1725,0.00025,64,0.99,0.95,3632,26.2
1726,0.00025,64,0.99,0.95,3823,29.92
1727,0.00025,64,0.99,0.95,1479,26.6
1728,0.00025,64,0.99,0.95,607,27.1
1729,0.00025,64,0.99,0.95,3388,29.62
1730,0.00025,64,0.99,0.95,3660,33.98
1731,0.00025,64,0.99,0.95,2041,28.92
1732,0.00025,64,0.99,0.95,3067,32.8
1733,0.00025,64,0.99,0.95,3320,26.12
1734,0.00025,64,0.99,0.95,2478,25.18
1735,0.00025,64,0.99,0.95,3987,36.66
1736,0.00025,64,0.99,0.95,1689,29.52
1737,0.00025,64,0.99,0.95,2775,33.32
1738,0.00025,64,0.99,0.95,1091,29.76
1739,0.00025,64,0.99,0.95,2998,28.7
1740,0.00025,64,0.99,0.95,2348,28.66
1741,0.00025,64,0.99,0.95,3646,28.72
1742,0.00025,64,0.99,0.95,713,27.36
1743,0.00025,64,0.99,0.95,2525,28.38
1744,0.00025,64,0.99,0.95,2976,29.04
1745,0.00025,64,0.99,0.95,3635,31.72
1746,0.00025,64,0.99,0.95,3934,35
1747,0.00025,64,0.99,0.95,3946,27.58
1748,0.00025,64,0.99,0.95,1870,25.22
1749,0.00025,64,0.99,0.95,3913,31
1750,0.00025,64,0.99,0.95,733,31.14
1751,0.00025,64,0.99,0.95,1489,25.62
1752,0.00025,64,0.99,0.95,1877,25.6
1753,0.00025,64,0.99,0.95,3494,30.24
1754,0.00025,64,0.99,0.95,2520,27.74
1755,0.00025,64,0.99,0.95,2596,30.3
1756,0.00025,64,0.99,0.95,2365,30.26
1757,0.00025,64,0.99,0.95,706,25.22
1758,0.00025,64,0.99,0.95,2415,30.44
1759,0.00025,64,0.99,0.95,3165,32.06
1760,0.00025,64,0.99,0.95,2446,30.24
1761,0.00025,64,0.99,0.95,2248,29.3
1762,0.00025,64,0.99,0.95,2563,29.72
1763,0.00025,64,0.99,0.95,1209,29
1764,0.00025,64,0.99,0.95,1244,27.06
1765,0.00025,64,0.99,0.95,2003,27.84
1766,0.00025,64,0.99,0.95,3849,34.56
1767,0.00025,64,0.99,0.95,2618,30.42
1768,0.00025,64,0.99,0.95,1187,27.5
1769,0.00025,64,0.99,0.95,1854,27.98
1770,0.00025,64,0.99,0.95,3747,30.7
1771,0.00025,64,0.99,0.95,613,27.76
1772,0.00025,64,0.99,0.95,1676,29.38
1773,0.00025,64,0.99,0.95,1322,29.52
1774,0.00025,64,0.99,0.95,734,26.06
1775,0.00025,64,0.99,0.95,829,24.96
1776,0.00025,64,0.99,0.95,3887,31.24
1777,0.00025,64,0.99,0.95,2068,25.88
1778,0.00025,64,0.99,0.95,3297,28.94
1779,0.00025,64,0.99,0.95,3642,28.6
1780,0.00025,64,0.99,0.95,3739,34.62
1781,0.00025,64,0.99,0.95,2036,27.62
1782,0.00025,64,0.99,0.95,3545,29.2
1783,0.00025,64,0.99,0.95,1275,25.96
1784,0.00025,64,0.99,0.95,1095,27.88
1785,0.00025,64,0.99,0.95,2381,28.18
1786,0.00025,64,0.99,0.95,2031,25.78
1787,0.00025,64,0.99,0.95,3121,31.24
1788,0.00025,64,0.99,0.95,3216,28.68
1789,0.00025,64,0.99,0.95,2355,30.56
1790,0.00025,64,0.99,0.95,3850,33.32
1791,0.00025,64,0.99,0.95,2118,27.78
1792,0.00025,64,0.99,0.95,1999,27.3
1793,0.00025,64,0.99,0.95,2292,28.64
1794,0.00025,64,0.99,0.95,1463,29.32
1795,0.00025,64,0.99,0.95,2231,26.74
1796,0.00025,64,0.99,0.95,2057,29.36
1797,0.00025,64,0.99,0.95,2054,29.24
1798,0.00025,64,0.99,0.95,2639,28.64
1799,0.00025,64,0.99,0.95,2175,23.72
1800,0.00025,64,0.99,0.95,2194,29.08
1801,0.00025,64,0.99,0.95,3076,27.3
1802,0.00025,64,0.99,0.95,2461,28.24
1803,0.00025,64,0.99,0.95,3491,29.28
1804,0.00025,64,0.99,0.95,663,31.42
1805,0.00025,64,0.99,0.95,940,28.64
1806,0.00025,64,0.99,0.95,3185,29.6
1807,0.00025,64,0.99,0.95,3697,31.86
1808,0.00025,64,0.99,0.95,842,29.7
1809,0.00025,64,0.99,0.95,608,25.1
1810,0.00025,64,0.99,0.95,1131,25.14
1811,0.00025,64,0.99,0.95,3165,27.52
1812,0.00025,64,0.99,0.95,2397,25.46
1813,0.00025,64,0.99,0.95,3880,29.3
1814,0.00025,64,0.99,0.95,1561,25.6
1815,0.00025,64,0.99,0.95,1842,31.12
1816,0.00025,64,0.99,0.95,3298,31.46
1817,0.00025,64,0.99,0.95,2748,29.74
1818,0.00025,64,0.99,0.95,2130,32.36
1819,0.00025,64,0.99,0.95,1246,23.84
1820,0.00025,64,0.99,0.95,3939,31.66
1821,0.00025,64,0.99,0.95,1332,23.32
1822,0.00025,64,0.99,0.95,2957,30.78
1823,0.00025,64,0.99,0.95,1306,26.1
1824,0.00025,64,0.99,0.95,3835,28.86
1825,0.00025,64,0.99,0.95,733,26.12
1826,0.00025,64,0.99,0.95,2498,28.82
1827,0.00025,64,0.99,0.95,2711,30.4
1828,0.00025,64,0.99,0.95,1440,26.92
1829,0.00025,64,0.99,0.95,2368,27.98
1830,0.00025,64,0.99,0.95,1148,25.76
1831,0.00025,64,0.99,0.95,3638,31.48
1832,0.00025,64,0.99,0.95,3893,29.62
1833,0.00025,64,0.99,0.95,877,25
1834,0.00025,64,0.99,0.95,1010,28.16
1835,0.00025,64,0.99,0.95,1387,27.56
1836,0.00025,64,0.99,0.95,2123,29.24
1837,0.00025,64,0.99,0.95,2950,28.16
1838,0.00025,64,0.99,0.95,1390,24.76
1839,0.00025,64,0.99,0.95,2651,25.48
1840,0.00025,64,0.99,0.95,2963,30.32
1841,0.00025,64,0.99,0.95,3818,29.36
1842,0.00025,64,0.99,0.95,3863,31.16
1843,0.00025,64,0.99,0.95,671,23.96
1844,0.00025,64,0.99,0.95,3811,28.12
1845,0.00025,64,0.99,0.95,827,29.96
1846,0.00025,64,0.99,0.95,2298,29.4
1847,0.00025,64,0.99,0.95,513,23
1848,0.00025,64,0.99,0.95,1725,29.56
1849,0.00025,64,0.99,0.95,2540,29.92
1850,0.00025,64,0.99,0.95,1743,22.4
1851,0.00025,64,0.99,0.95,2166,27.6
1852,0.00025,64,0.99,0.95,707,29.6
1853,0.00025,64,0.99,0.95,845,24.04
1854,0.00025,64,0.99,0.95,3748,30.5
1855,0.00025,64,0.99,0.95,2624,32.28
1856,0.00025,64,0.99,0.95,2952,30.32
1857,0.00025,64,0.99,0.95,1152,27.98
1858,0.00025,64,0.99,0.95,3355,27.82
1859,0.00025,64,0.99,0.95,1248,25.14
1860,0.00025,64,0.99,0.95,2180,27.84
1861,0.00025,64,0.99,0.95,600,26.9
1862,0.00025,64,0.99,0.95,2032,24.56
1863,0.00025,64,0.99,0.95,1460,25.74
1864,0.00025,64,0.99,0.95,1643,26.44
1865,0.00025,64,0.99,0.95,1265,25.78
1866,0.00025,64,0.99,0.95,2361,28.76
1867,0.00025,64,0.99,0.95,2842,31.56
1868,0.00025,64,0.99,0.95,1113,31.14
1869,0.00025,64,0.99,0.95,714,30.5
1870,0.00025,64,0.99,0.95,2804,30.06
1871,0.00025,64,0.99,0.95,2676,30.34
1872,0.00025,64,0.99,0.95,1785,24.78
1873,0.00025,64,0.99,0.95,1693,30.04
1874,0.00025,64,0.99,0.95,3643,30.92
1875,0.00025,64,0.99,0.95,2456,34.76
1876,0.00025,64,0.99,0.95,3637,30.14
1877,0.00025,64,0.99,0.95,1002,28.38
1878,0.00025,64,0.99,0.95,2506,27.24
1879,0.00025,64,0.99,0.95,1591,27.54
1880,0.00025,64,0.99,0.95,571,23.44
1881,0.00025,64,0.99,0.95,1349,32.46
1882,0.00025,64,0.99,0.95,1878,26.86
1883,0.00025,64,0.99,0.95,2628,28.5
1884,0.00025,64,0.99,0.95,709,27.64
1885,0.00025,64,0.99,0.95,2874,30.88
1886,0.00025,64,0.99,0.95,3290,30.6
1887,0.00025,64,0.99,0.95,2988,28.14
1888,0.00025,64,0.99,0.95,525,21.22
1889,0.00025,64,0.99,0.95,758,27.84
1890,0.00025,64,0.99,0.95,868,24.94
1891,0.00025,64,0.99,0.95,2693,28.24
1892,0.00025,64,0.99,0.95,3891,29.72
1893,0.00025,64,0.99,0.95,2584,29.12
1894,0.00025,64,0.99,0.95,3827,30.2
1895,0.00025,64,0.99,0.95,2675,27.9
1896,0.00025,64,0.99,0.95,3874,31.22
1897,0.00025,64,0.99,0.95,2472,27.52
1898,0.00025,64,0.99,0.95,1053,26.96
1899,0.00025,64,0.99,0.95,3504,27.36
1900,0.00025,64,0.99,0.95,3933,33.28
1901,0.00025,64,0.99,0.95,533,30.44
1902,0.00025,64,0.99,0.95,1914,31.42
1903,0.00025,64,0.99,0.95,2761,29.3
1904,0.00025,64,0.99,0.95,2058,29.28
1905,0.00025,64,0.99,0.95,1423,26.7
1906,0.00025,64,0.99,0.95,1076,29.56
1907,0.00025,64,0.99,0.95,3102,31.56
1908,0.00025,64,0.99,0.95,3318,27.7
1909,0.00025,64,0.99,0.95,3999,27.96
1910,0.00025,64,0.99,0.95,1027,28.52
1911,0.00025,64,0.99,0.95,2945,25.34
1912,0.00025,64,0.99,0.95,2509,25.64
1913,0.00025,64,0.99,0.95,1723,30
1914,0.00025,64,0.99,0.95,2863,26.8
1915,0.00025,64,0.99,0.95,3660,34.88
1916,0.00025,64,0.99,0.95,1982,27.82
1917,0.00025,64,0.99,0.95,593,28.34
1918,0.00025,64,0.99,0.95,2549,26.44
1919,0.00025,64,0.99,0.95,780,24.08
1920,0.00025,64,0.99,0.95,760,22.98
1921,0.00025,64,0.99,0.95,1524,32.6
1922,0.00025,64,0.99,0.95,2220,28.88
1923,0.00025,64,0.99,0.95,3050,33.42
1924,0.00025,64,0.99,0.95,3137,29.74
1925,0.00025,64,0.99,0.95,3320,31.8
1926,0.00025,64,0.99,0.95,2245,27.12
1927,0.00025,64,0.99,0.95,2279,30.2
1928,0.00025,64,0.99,0.95,1570,26.62
1929,0.00025,64,0.99,0.95,536,27.92
1930,0.00025,64,0.99,0.95,1473,27.92
1931,0.00025,64,0.99,0.95,3894,27.74
1932,0.00025,64,0.99,0.95,3244,27.52
1933,0.00025,64,0.99,0.95,1528,28.1
1934,0.00025,64,0.99,0.95,964,24.72
1935,0.00025,64,0.99,0.95,3696,30.68
1936,0.00025,64,0.99,0.95,2989,32.36
1937,0.00025,64,0.99,0.95,979,27.92
1938,0.00025,64,0.99,0.95,2528,25.58
1939,0.00025,64,0.99,0.95,2169,28.12
1940,0.00025,64,0.99,0.95,2521,28.08
1941,0.00025,64,0.99,0.95,3275,31.04
1942,0.00025,64,0.99,0.95,1400,29.38
1943,0.00025,64,0.99,0.95,535,28.7
1944,0.00025,64,0.99,0.95,3000,31.86
1945,0.00025,64,0.99,0.95,3651,26.08
1946,0.00025,64,0.99,0.95,525,27.94
1947,0.00025,64,0.99,0.95,2263,30.18
1948,0.00025,64,0.99,0.95,2582,28.08
1949,0.00025,64,0.99,0.95,2358,29
1950,0.00025,64,0.99,0.95,1581,24.32
1951,0.00025,64,0.99,0.95,2681,28.16
1952,0.00025,64,0.99,0.95,2013,27.52
1953,0.00025,64,0.99,0.95,1489,26
1954,0.00025,64,0.99,0.95,3094,33.06
1955,0.00025,64,0.99,0.95,2960,29.54
1956,0.00025,64,0.99,0.95,2763,29.24
1957,0.00025,64,0.99,0.95,3562,36.4
1958,0.00025,64,0.99,0.95,3660,32.68
1959,0.00025,64,0.99,0.95,1355,29.02
1960,0.00025,64,0.99,0.95,648,27
1961,0.00025,64,0.99,0.95,1573,27.98
1962,0.00025,64,0.99,0.95,2603,26.68
1963,0.00025,64,0.99,0.95,3983,28
1964,0.00025,64,0.99,0.95,1150,30.68
1965,0.00025,64,0.99,0.95,3764,33.88
1966,0.00025,64,0.99,0.95,1591,24.48
1967,0.00025,64,0.99,0.95,1535,26.3
1968,0.00025,64,0.99,0.95,2271,24.32
1969,0.00025,64,0.99,0.95,866,25.88
1970,0.00025,64,0.99,0.95,3715,28.64
1971,0.00025,64,0.99,0.95,2673,28.32
1972,0.00025,64,0.99,0.95,2857,26.38
1973,0.00025,64,0.99,0.95,3287,31.86
1974,0.00025,64,0.99,0.95,3998,30.78
1975,0.00025,64,0.99,0.95,1182,26.66
1976,0.00025,64,0.99,0.95,2533,24.84
1977,0.00025,64,0.99,0.95,1542,26.68
1978,0.00025,64,0.99,0.95,1585,31.38
1979,0.00025,64,0.99,0.95,530,27.42
1980,0.00025,64,0.99,0.95,2044,28.22
1981,0.00025,64,0.99,0.95,2078,26.86
1982,0.00025,64,0.99,0.95,2740,30.5
1983,0.00025,64,0.99,0.95,3667,28.44
1984,0.00025,64,0.99,0.95,2956,30.64
1985,0.00025,64,0.99,0.95,3695,30.98
1986,0.00025,64,0.99,0.95,1426,25.72
1987,0.00025,64,0.99,0.95,1662,29.42
1988,0.00025,64,0.99,0.95,3299,27.04
1989,0.00025,64,0.99,0.95,697,22.74
1990,0.00025,64,0.99,0.95,3073,27.88
1991,0.00025,64,0.99,0.95,2464,28.08
1992,0.00025,64,0.99,0.95,3565,34
1993,0.00025,64,0.99,0.95,3442,26.3
1994,0.00025,64,0.99,0.95,1286,25.92
1995,0.00025,64,0.99,0.95,2469,27.54
1996,0.00025,64,0.99,0.95,1955,30
1997,0.00025,64,0.99,0.95,2785,32.68
1998,0.00025,64,0.99,0.95,1958,28.84
1999,0.00025,64,0.99,0.95,2847,29.3
2000,0.00025,64,0.99,0.95,1929,27.48
2001,0.00025,64,0.99,0.95,3574,29.44
2002,0.00025,64,0.99,0.95,2654,26.8
2003,0.00025,64,0.99,0.95,3166,26.54
2004,0.00025,64,0.99,0.95,1684,29.12
2005,0.00025,64,0.99,0.95,1660,23.94
2006,0.00025,64,0.99,0.95,2689,24.56
2007,0.00025,64,0.99,0.95,3830,31.58
2008,0.00025,64,0.99,0.95,3048,26.64
2009,0.00025,64,0.99,0.95,2132,31.16
2010,0.00025,64,0.99,0.95,985,29
2011,0.00025,64,0.99,0.95,2050,26.9
2012,0.00025,64,0.99,0.95,1526,28.44
2013,0.00025,64,0.99,0.95,2316,28.96
2014,0.00025,64,0.99,0.95,598,30.8
2015,0.00025,64,0.99,0.95,2624,33.92
2016,0.00025,64,0.99,0.95,3464,27.28
2017,0.00025,64,0.99,0.95,2495,31.18
2018,0.00025,64,0.99,0.95,2583,37.62
2019,0.00025,64,0.99,0.95,2110,24.22
2020,0.00025,64,0.99,0.95,1877,28.62
2021,0.00025,64,0.99,0.95,3880,34.54
2022,0.00025,64,0.99,0.95,1383,27.12
2023,0.00025,64,0.99,0.95,770,24.36
2024,0.00025,64,0.99,0.95,1491,29.12
2025,0.00025,64,0.99,0.95,939,24.36
2026,0.00025,64,0.99,0.95,3296,30.4
2027,0.00025,64,0.99,0.95,1447,24.26
2028,0.00025,64,0.99,0.95,1138,29.82
2029,0.00025,64,0.99,0.95,855,27.1
2030,0.00025,64,0.99,0.95,2339,26.76
2031,0.00025,64,0.99,0.95,3545,29.54
2032,0.00025,64,0.99,0.95,807,29.58
2033,0.00025,64,0.99,0.95,3649,33.68
2034,0.00025,64,0.99,0.95,2662,30.68
2035,0.00025,64,0.99,0.95,3877,29.52
2036,0.00025,64,0.99,0.95,3882,33.24
2037,0.00025,64,0.99,0.95,2405,27.38
2038,0.00025,64,0.99,0.95,825,28.44
2039,0.00025,64,0.99,0.95,1611,28.08
2040,0.00025,64,0.99,0.95,2113,30.26
2041,0.00025,64,0.99,0.95,3635,26.78
2042,0.00025,64,0.99,0.95,3580,31.26
2043,0.00025,64,0.99,0.95,2343,31.16
2044,0.00025,64,0.99,0.95,1347,29.04
2045,0.00025,64,0.99,0.95,2215,26.06
2046,0.00025,64,0.99,0.95,3144,30.64
2047,0.00025,64,0.99,0.95,1308,24.32
2048,0.00025,64,0.99,0.95,3869,37.56
2049,0.00025,64,0.99,0.95,1378,30.12
2050,0.00025,64,0.99,0.95,1122,27.44
2051,0.00025,64,0.99,0.95,683,26.1
2052,0.00025,64,0.99,0.95,2144,28.42
2053,0.00025,64,0.99,0.95,2031,29.44
2054,0.00025,64,0.99,0.95,3445,32.26
2055,0.00025,64,0.99,0.95,1368,21.52
2056,0.00025,64,0.99,0.95,1453,29.9
2057,0.00025,64,0.99,0.95,520,29.68
2058,0.00025,64,0.99,0.95,1739,28.96
2059,0.00025,64,0.99,0.95,770,29.36
2060,0.00025,64,0.99,0.95,2526,29.02
2061,0.00025,64,0.99,0.95,1833,26.86
2062,0.00025,64,0.99,0.95,635,24.6
2063,0.00025,64,0.99,0.95,2708,27.64
2064,0.00025,64,0.99,0.95,2162,27.66
2065,0.00025,64,0.99,0.95,2231,27.4
2066,0.00025,64,0.99,0.95,1616,25.98
2067,0.00025,64,0.99,0.95,978,27.86
2068,0.00025,64,0.99,0.95,2975,28.5
2069,0.00025,64,0.99,0.95,2711,29.48
2070,0.00025,64,0.99,0.95,2688,29.1
2071,0.00025,64,0.99,0.95,1128,26.2
2072,0.00025,64,0.99,0.95,2971,28.2
2073,0.00025,64,0.99,0.95,3332,29.8
2074,0.00025,64,0.99,0.95,524,27.06
2075,0.00025,64,0.99,0.95,2698,29.26
2076,0.00025,64,0.99,0.95,1872,28.3
2077,0.00025,64,0.99,0.95,3256,32.54
2078,0.00025,64,0.99,0.95,1015,24.18
2079,0.00025,64,0.99,0.95,1686,28.8
2080,0.00025,64,0.99,0.95,3522,29.06
2081,0.00025,64,0.99,0.95,2336,25.7
2082,0.00025,64,0.99,0.95,1610,31.04
2083,0.00025,64,0.99,0.95,2195,30.48
2084,0.00025,64,0.99,0.95,3051,28.16
2085,0.00025,64,0.99,0.95,2822,31.46
2086,0.00025,64,0.99,0.95,984,29.34
2087,0.00025,64,0.99,0.95,3432,30.66
2088,0.00025,64,0.99,0.95,2112,28.92
2089,0.00025,64,0.99,0.95,1901,29.46
2090,0.00025,64,0.99,0.95,1209,27.7
2091,0.00025,64,0.99,0.95,2560,25.76
2092,0.00025,64,0.99,0.95,3629,32.2
2093,0.00025,64,0.99,0.95,1751,24.86
2094,0.00025,64,0.99,0.95,1162,29.18
2095,0.00025,64,0.99,0.95,685,26.58
2096,0.00025,64,0.99,0.95,2785,33.36
2097,0.00025,64,0.99,0.95,1898,26.38
2098,0.00025,64,0.99,0.95,1007,28.34
2099,0.00025,64,0.99,0.95,1447,35.1
2100,0.00025,64,0.99,0.95,3331,28.8
2101,0.00025,64,0.99,0.95,2974,30.2
2102,0.00025,64,0.99,0.95,3893,30.7
2103,0.00025,64,0.99,0.95,1657,30.48
2104,0.00025,64,0.99,0.95,3757,30.88
2105,0.00025,64,0.99,0.95,2625,30.12
2106,0.00025,64,0.99,0.95,1295,26.9
2107,0.00025,64,0.99,0.95,857,28.5
2108,0.00025,64,0.99,0.95,2515,30.34
2109,0.00025,64,0.99,0.95,3166,28.68
2110,0.00025,64,0.99,0.95,2429,25.42
2111,0.00025,64,0.99,0.95,1765,27.16
2112,0.00025,64,0.99,0.95,609,24.92
2113,0.00025,64,0.99,0.95,2812,33.6
2114,0.00025,64,0.99,0.95,795,24.18
2115,0.00025,64,0.99,0.95,3100,29.68
2116,0.00025,64,0.99,0.95,2555,30.36
2117,0.00025,64,0.99,0.95,1336,26.5
2118,0.00025,64,0.99,0.95,2637,30.62
2119,0.00025,64,0.99,0.95,1263,25.04
2120,0.00025,64,0.99,0.95,3151,29.5
2121,0.00025,64,0.99,0.95,2888,29.76
2122,0.00025,64,0.99,0.95,2096,30.12
2123,0.00025,64,0.99,0.95,526,29.32
2124,0.00025,64,0.99,0.95,3248,30.86
2125,0.00025,64,0.99,0.95,3949,35
2126,0.00025,64,0.99,0.95,3335,31.32
2127,0.00025,64,0.99,0.95,1806,24.2
2128,0.00025,64,0.99,0.95,2281,26.1
2129,0.00025,64,0.99,0.95,1041,29.62
2130,0.00025,64,0.99,0.95,3936,26.62
2131,0.00025,64,0.99,0.95,2671,27.42
2132,0.00025,64,0.99,0.95,2423,26.54
2133,0.00025,64,0.99,0.95,3806,36.04
2134,0.00025,64,0.99,0.95,932,25.24
2135,0.00025,64,0.99,0.95,1491,27.36
2136,0.00025,64,0.99,0.95,1525,32.54
2137,0.00025,64,0.99,0.95,3505,30.06
2138,0.00025,64,0.99,0.95,846,28.42
2139,0.00025,64,0.99,0.95,623,25
2140,0.00025,64,0.99,0.95,2608,24.38
2141,0.00025,64,0.99,0.95,581,27.24
2142,0.00025,64,0.99,0.95,1342,30.04
2143,0.00025,64,0.99,0.95,3291,32.4
2144,0.00025,64,0.99,0.95,2631,27.34
2145,0.00025,64,0.99,0.95,2073,24.74
2146,0.00025,64,0.99,0.95,3813,31.26
2147,0.00025,64,0.99,0.95,2704,29.8
2148,0.00025,64,0.99,0.95,929,28.5
2149,0.00025,64,0.99,0.95,1680,29.98
2150,0.00025,64,0.99,0.95,991,25.7
2151,0.00025,64,0.99,0.95,3054,29.9
2152,0.00025,64,0.99,0.95,776,27.58
2153,0.00025,64,0.99,0.95,3838,35.98
2154,0.00025,64,0.99,0.95,906,26.9
2155,0.00025,64,0.99,0.95,2817,26.94
2156,0.00025,64,0.99,0.95,562,31.42
2157,0.00025,64,0.99,0.95,1196,28.64
2158,0.00025,64,0.99,0.95,2952,28.86
2159,0.00025,64,0.99,0.95,3233,25.28
2160,0.00025,64,0.99,0.95,2359,31.56
2161,0.00025,64,0.99,0.95,2250,29.34
2162,0.00025,64,0.99,0.95,1951,25.04
2163,0.00025,64,0.99,0.95,587,24.06
2164,0.00025,64,0.99,0.95,2799,29.48
2165,0.00025,64,0.99,0.95,960,26.1
2166,0.00025,64,0.99,0.95,3209,29.72
2167,0.00025,64,0.99,0.95,3883,30.3
2168,0.00025,64,0.99,0.95,3489,30.98
2169,0.00025,64,0.99,0.95,3620,28.56
2170,0.00025,64,0.99,0.95,1363,24.58
2171,0.00025,64,0.99,0.95,599,28.18
2172,0.00025,64,0.99,0.95,1678,25.2
2173,0.00025,64,0.99,0.95,1015,26.6
2174,0.00025,64,0.99,0.95,1192,28.44
2175,0.00025,64,0.99,0.95,1290,26.24
2176,0.00025,64,0.99,0.95,3540,27.48
2177,0.00025,64,0.99,0.95,3250,26.28
2178,0.00025,64,0.99,0.95,1336,27.82
2179,0.00025,64,0.99,0.95,2408,33.52
2180,0.00025,64,0.99,0.95,3275,25.2
2181,0.00025,64,0.99,0.95,2880,31.66
2182,0.00025,64,0.99,0.95,1038,27.44
2183,0.00025,64,0.99,0.95,3839,26.58
2184,0.00025,64,0.99,0.95,944,28.4
2185,0.00025,64,0.99,0.95,3171,30.7
2186,0.00025,64,0.99,0.95,628,29.52
2187,0.00025,64,0.99,0.95,2862,34.54
2188,0.00025,64,0.99,0.95,1471,28.9
2189,0.00025,64,0.99,0.95,3574,29.36
2190,0.00025,64,0.99,0.95,2258,33
2191,0.00025,64,0.99,0.95,3155,29.5
2192,0.00025,64,0.99,0.95,3640,26.4
2193,0.00025,64,0.99,0.95,1762,28.02
2194,0.00025,64,0.99,0.95,1285,30.42
2195,0.00025,64,0.99,0.95,1191,29.88
2196,0.00025,64,0.99,0.95,2474,28.06
2197,0.00025,64,0.99,0.95,3185,26.48
2198,0.00025,64,0.99,0.95,931,28.72
2199,0.00025,64,0.99,0.95,3432,29.34
2200,0.00025,64,0.99,0.95,3638,26.24
2201,0.00025,64,0.99,0.95,3438,29.48
2202,0.00025,64,0.99,0.95,3900,35.72
2203,0.00025,64,0.99,0.95,3956,32.32
2204,0.00025,64,0.99,0.95,3074,31.66
2205,0.00025,64,0.99,0.95,2725,29.48
2206,0.00025,64,0.99,0.95,535,22.88
2207,0.00025,64,0.99,0.95,3655,28.96
2208,0.00025,64,0.99,0.95,3791,32.86
2209,0.00025,64,0.99,0.95,642,23.22
2210,0.00025,64,0.99,0.95,2044,32.28
2211,0.00025,64,0.99,0.95,3635,32.02
2212,0.00025,64,0.99,0.95,1248,27.24
2213,0.00025,64,0.99,0.95,1540,27.18
2214,0.00025,64,0.99,0.95,2964,28.02
2215,0.00025,64,0.99,0.95,2574,26.02
2216,0.00025,64,0.99,0.95,3930,33.54
2217,0.00025,64,0.99,0.95,2461,30.98
2218,0.00025,64,0.99,0.95,1086,26.74
2219,0.00025,64,0.99,0.95,3920,29.82
2220,0.00025,64,0.99,0.95,3761,29.54
2221,0.00025,64,0.99,0.95,2325,28
2222,0.00025,64,0.99,0.95,867,24.54
2223,0.00025,64,0.99,0.95,3182,33
2224,0.00025,64,0.99,0.95,2830,31.46
2225,0.00025,64,0.99,0.95,744,28.58
2226,0.00025,64,0.99,0.95,3373,32.24
2227,0.00025,64,0.99,0.95,681,27.58
2228,0.00025,64,0.99,0.95,661,23.42
2229,0.00025,64,0.99,0.95,2608,28.6
2230,0.00025,64,0.99,0.95,561,22.98
2231,0.00025,64,0.99,0.95,3853,28.5
2232,0.00025,64,0.99,0.95,762,26.54
2233,0.00025,64,0.99,0.95,2382,27.06
2234,0.00025,64,0.99,0.95,3280,34.74
2235,0.00025,64,0.99,0.95,655,27.08
2236,0.00025,64,0.99,0.95,2471,27.6
2237,0.00025,64,0.99,0.95,1253,28.2
2238,0.00025,64,0.99,0.95,2716,29.14
2239,0.00025,64,0.99,0.95,3149,30.62
2240,0.00025,64,0.99,0.95,2445,29.96
2241,0.00025,64,0.99,0.95,1239,29.98
2242,0.00025,64,0.99,0.95,3372,32.14
2243,0.00025,64,0.99,0.95,551,26.86
2244,0.00025,64,0.99,0.95,2152,31.16
2245,0.00025,64,0.99,0.95,3061,29
2246,0.00025,64,0.99,0.95,3029,31.1
2247,0.00025,64,0.99,0.95,1740,27.84
2248,0.00025,64,0.99,0.95,2578,31.84
2249,0.00025,64,0.99,0.95,3670,31.76
2250,0.00025,64,0.99,0.95,3808,33.2
2251,0.00025,64,0.99,0.95,1022,26.1
2252,0.00025,64,0.99,0.95,1666,29.58
2253,0.00025,64,0.99,0.95,3814,29.56
2254,0.00025,64,0.99,0.95,2107,27.7
2255,0.00025,64,0.99,0.95,3537,31.62
2256,0.00025,64,0.99,0.95,2723,30.98
2257,0.00025,64,0.99,0.95,1973,31.9
2258,0.00025,64,0.99,0.95,3878,28.8
2259,0.00025,64,0.99,0.95,1340,25.5
2260,0.00025,64,0.99,0.95,3822,30.88
2261,0.00025,64,0.99,0.95,1501,23.2
2262,0.00025,64,0.99,0.95,1718,23.14
2263,0.00025,64,0.99,0.95,2007,26.32
2264,0.00025,64,0.99,0.95,979,25.92
2265,0.00025,64,0.99,0.95,1550,28
2266,0.00025,64,0.99,0.95,504,25.76
2267,0.00025,64,0.99,0.95,3769,33.74
2268,0.00025,64,0.99,0.95,1572,25.68
2269,0.00025,64,0.99,0.95,2818,34.28
2270,0.00025,64,0.99,0.95,3453,29.72
2271,0.00025,64,0.99,0.95,2874,28.08
2272,0.00025,64,0.99,0.95,3108,30.6
2273,0.00025,64,0.99,0.95,3262,27.94
2274,0.00025,64,0.99,0.95,2691,35
2275,0.00025,64,0.99,0.95,1188,23.58
2276,0.00025,64,0.99,0.95,533,28.86
2277,0.00025,64,0.99,0.95,1718,28.52
2278,0.00025,64,0.99,0.95,3248,29.74
2279,0.00025,64,0.99,0.95,535,26.14
2280,0.00025,64,0.99,0.95,1340,29.48
2281,0.00025,64,0.99,0.95,713,25.4
2282,0.00025,64,0.99,0.95,1439,25.92
2283,0.00025,64,0.99,0.95,3430,30.22
2284,0.00025,64,0.99,0.95,1519,26.32
